,id,firstname,surname,born_country_code,died_country_code,gender,year_recieved,category,share,name_of_university,city_of_university,country_of_university,born_month,age,age_get_prize
460,461,Henry,Dunant,CH,CH,male,1901,peace,2,Not Available,Not Available,Not Available,May,82,73
461,462,Frédéric,Passy,FR,FR,male,1901,peace,2,Not Available,Not Available,Not Available,May,90,79
462,463,Élie,Ducommun,CH,CH,male,1902,peace,2,Not Available,Not Available,Not Available,Feb,73,69
463,464,Albert,Gobat,CH,CH,male,1902,peace,2,Not Available,Not Available,Not Available,May,71,59
464,465,Randal,Cremer,GB,GB,male,1903,peace,1,Not Available,Not Available,Not Available,Mar,80,75
465,466,Bertha,von Suttner,CZ,AT,female,1905,peace,1,Not Available,Not Available,Not Available,Jun,71,62
466,467,Theodore,Roosevelt,US,US,male,1906,peace,1,Not Available,Not Available,Not Available,Oct,61,48
467,468,Ernesto Teodoro,Moneta,IT,IT,male,1907,peace,2,Not Available,Not Available,Not Available,Sep,85,74
468,469,Louis,Renault,FR,FR,male,1907,peace,2,Sorbonne University,Paris,France,May,75,64
469,470,Klas Pontus,Arnoldson,SE,SE,male,1908,peace,2,Not Available,Not Available,Not Available,Oct,72,64
470,471,Fredrik,Bajer,DK,DK,male,1908,peace,2,Not Available,Not Available,Not Available,Apr,85,71
471,472,Auguste,Beernaert,BE,CH,male,1909,peace,2,Not Available,Not Available,Not Available,Jul,83,80
472,473,Paul Henri,d'Estournelles de Constant,FR,FR,male,1909,peace,2,Not Available,Not Available,Not Available,Nov,72,57
473,474,Tobias,Asser,NL,NL,male,1911,peace,2,Not Available,Not Available,Not Available,Apr,75,73
474,475,Alfred,Fried,AT,AT,male,1911,peace,2,Not Available,Not Available,Not Available,Nov,57,47
475,476,Elihu,Root,US,US,male,1912,peace,1,Not Available,Not Available,Not Available,Feb,92,67
476,477,Henri,La Fontaine,BE,BE,male,1913,peace,1,Not Available,Not Available,Not Available,Apr,89,59
477,478,Woodrow,Wilson,US,US,male,1919,peace,1,Not Available,Not Available,Not Available,Dec,68,63
478,479,Léon,Bourgeois,FR,FR,male,1920,peace,1,Not Available,Not Available,Not Available,May,74,69
479,480,Hjalmar,Branting,SE,SE,male,1921,peace,2,Not Available,Not Available,Not Available,Nov,65,61
480,481,Christian,Lange,NO,NO,male,1921,peace,2,Not Available,Not Available,Not Available,Sep,69,52
481,482,Fridtjof,Nansen,NO,NO,male,1922,peace,1,Not Available,Not Available,Not Available,Oct,69,61
482,483,Sir Austen,Chamberlain,GB,GB,male,1925,peace,2,Not Available,Not Available,Not Available,Oct,74,62
483,484,Charles G.,Dawes,US,US,male,1925,peace,2,Not Available,Not Available,Not Available,Aug,86,60
484,485,Aristide,Briand,FR,FR,male,1926,peace,2,Not Available,Not Available,Not Available,Mar,70,64
485,486,Gustav,Stresemann,DE,DE,male,1926,peace,2,Not Available,Not Available,Not Available,May,51,48
486,487,Ferdinand,Buisson,FR,FR,male,1927,peace,2,Not Available,Not Available,Not Available,Dec,91,86
487,488,Ludwig,Quidde,DE,CH,male,1927,peace,2,Not Available,Not Available,Not Available,Mar,83,69
488,489,Frank B.,Kellogg,US,US,male,1929,peace,1,Not Available,Not Available,Not Available,Dec,81,73
489,490,Nathan,Söderblom,SE,SE,male,1930,peace,1,Not Available,Not Available,Not Available,Jan,65,64
490,491,Jane,Addams,US,US,female,1931,peace,2,Not Available,Not Available,Not Available,Sep,75,71
491,492,Nicholas Murray,Butler,US,US,male,1931,peace,2,Columbia University,New York NY,USA,Apr,85,69
492,493,Sir Norman,Angell,GB,GB,male,1933,peace,1,Not Available,Not Available,Not Available,Dec,95,61
493,494,Arthur,Henderson,GB,GB,male,1934,peace,1,Not Available,Not Available,Not Available,Sep,72,71
494,495,Carl,von Ossietzky,DE,DE,male,1935,peace,1,Not Available,Not Available,Not Available,Oct,49,46
495,496,Carlos,Saavedra Lamas,AR,AR,male,1936,peace,1,Not Available,Not Available,Not Available,Nov,81,58
496,497,Robert,Cecil,GB,GB,male,1937,peace,1,Not Available,Not Available,Not Available,Sep,94,73
497,498,Cordell,Hull,US,US,male,1945,peace,1,Not Available,Not Available,Not Available,Oct,84,74
498,499,Emily Greene,Balch,US,US,female,1946,peace,2,Not Available,Not Available,Not Available,Jan,94,79
499,500,John R.,Mott,US,US,male,1946,peace,2,Not Available,Not Available,Not Available,May,90,81
500,501,John,Boyd Orr,GB,GB,male,1949,peace,1,Not Available,Not Available,Not Available,Sep,91,69
501,502,Ralph,Bunche,US,US,male,1950,peace,1,Harvard University,Cambridge MA,USA,Aug,67,46
502,503,Léon,Jouhaux,FR,FR,male,1951,peace,1,Not Available,Not Available,Not Available,Jul,75,72
503,504,Albert,Schweitzer,FR,GA,male,1952,peace,1,Not Available,Not Available,Not Available,Jan,90,77
504,505,George C.,Marshall,US,US,male,1953,peace,1,Not Available,Not Available,Not Available,Dec,79,73
505,506,Lester Bowles,Pearson,CA,CA,male,1957,peace,1,Not Available,Not Available,Not Available,Apr,75,60
506,507,Georges,Pire,BE,BE,male,1958,peace,1,Not Available,Not Available,Not Available,Feb,59,48
507,508,Philip,Noel-Baker,GB,GB,male,1959,peace,1,Not Available,Not Available,Not Available,Nov,93,70
508,509,Albert,Luthuli,ZW,ZA,male,1960,peace,1,Not Available,Not Available,Not Available,Jul,69,62
509,510,Dag,Hammarskjöld,SE,ZM,male,1961,peace,1,Not Available,Not Available,Not Available,Jul,56,56
510,511,Martin Luther,King Jr.,US,US,male,1964,peace,1,Not Available,Not Available,Not Available,Jan,39,35
511,512,René,Cassin,FR,FR,male,1968,peace,1,Not Available,Not Available,Not Available,Oct,89,81
512,513,Norman,Borlaug,US,US,male,1970,peace,1,Not Available,Not Available,Not Available,Mar,95,56
513,514,Willy,Brandt,DE,DE,male,1971,peace,1,Not Available,Not Available,Not Available,Dec,79,58
514,515,Henry,Kissinger,DE,Not Available,male,1973,peace,2,Not Available,Not Available,Not Available,May,97,50
515,516,Le Duc Tho,Not Available,VN,VN,male,1973,peace,2,Not Available,Not Available,Not Available,Oct,79,62
516,517,Seán,MacBride,FR,IE,male,1974,peace,2,Not Available,Not Available,Not Available,Jan,84,70
517,518,Eisaku,Sato,JP,JP,male,1974,peace,2,Not Available,Not Available,Not Available,Mar,74,73
518,519,Andrei,Sakharov,RU,RU,male,1975,peace,1,Not Available,Not Available,Not Available,May,68,54
519,520,Betty,Williams,GB,GB,female,1976,peace,2,Not Available,Not Available,Not Available,May,77,33
520,521,Mairead,Corrigan,GB,Not Available,female,1976,peace,2,Not Available,Not Available,Not Available,Jan,76,32
521,522,Anwar,al-Sadat,EG,EG,male,1978,peace,2,Not Available,Not Available,Not Available,Dec,63,60
522,523,Menachem,Begin,BY,IL,male,1978,peace,2,Not Available,Not Available,Not Available,Aug,79,65
523,524,Anjezë Gonxhe,Bojaxhiu,MK,IN,female,1979,peace,1,Not Available,Not Available,Not Available,Aug,87,69
524,525,Adolfo,Pérez Esquivel,AR,Not Available,male,1980,peace,1,Not Available,Not Available,Not Available,Nov,89,49
525,526,Alva,Myrdal,SE,SE,female,1982,peace,2,Not Available,Not Available,Not Available,Jan,84,80
526,527,Alfonso,García Robles,MX,MX,male,1982,peace,2,Not Available,Not Available,Not Available,Mar,80,71
527,528,Lech,Walesa,PL,Not Available,male,1983,peace,1,Not Available,Not Available,Not Available,Sep,77,40
528,529,Desmond,Tutu,ZA,Not Available,male,1984,peace,1,Not Available,Not Available,Not Available,Oct,89,53
529,530,Elie,Wiesel,RO,US,male,1986,peace,1,Not Available,Not Available,Not Available,Sep,88,58
530,531,Oscar,Arias Sánchez,CR,Not Available,male,1987,peace,1,Not Available,Not Available,Not Available,Sep,80,47
531,532,Lhamo,Thondup,CN,Not Available,male,1989,peace,1,Not Available,Not Available,Not Available,Jul,85,54
532,533,Mikhail,Gorbachev,RU,Not Available,male,1990,peace,1,Not Available,Not Available,Not Available,Mar,89,59
533,534,Aung San Suu Kyi,Not Available,MM,Not Available,female,1991,peace,1,Not Available,Not Available,Not Available,Jun,75,46
534,535,Rigoberta,Menchú Tum,GT,Not Available,female,1992,peace,1,Not Available,Not Available,Not Available,Jan,61,33
535,536,Nelson,Mandela,ZA,ZA,male,1993,peace,2,Not Available,Not Available,Not Available,Jul,95,75
536,537,F.W.,de Klerk,ZA,Not Available,male,1993,peace,2,Not Available,Not Available,Not Available,Mar,84,57
537,538,Yasser,Arafat,EG,FR,male,1994,peace,3,Not Available,Not Available,Not Available,Aug,75,65
538,539,Shimon,Peres,BY,IL,male,1994,peace,3,Not Available,Not Available,Not Available,Aug,93,71
539,540,Yitzhak,Rabin,IL,IL,male,1994,peace,3,Not Available,Not Available,Not Available,Mar,73,72
540,541,Joseph,Rotblat,PL,GB,male,1995,peace,2,Not Available,Not Available,Not Available,Nov,97,87
541,542,Carlos Filipe Ximenes,Belo,TL,Not Available,male,1996,peace,2,Not Available,Not Available,Not Available,Feb,72,48
542,543,José,Ramos-Horta,TL,Not Available,male,1996,peace,2,Not Available,Not Available,Not Available,Dec,71,47
543,544,Jody,Williams,US,Not Available,female,1997,peace,2,Not Available,Not Available,Not Available,Oct,70,47
544,545,John,Hume,GB,Not Available,male,1998,peace,2,Not Available,Not Available,Not Available,Jan,83,61
545,546,David,Trimble,GB,Not Available,male,1998,peace,2,Not Available,Not Available,Not Available,Oct,76,54
546,547,Sully,Prudhomme,FR,FR,male,1901,literature,1,Not Available,Not Available,Not Available,Mar,68,62
547,548,Theodor,Mommsen,DE,DE,male,1902,literature,1,Not Available,Not Available,Not Available,Nov,86,85
548,549,Bjørnstjerne,Bjørnson,NO,FR,male,1903,literature,1,Not Available,Not Available,Not Available,Dec,78,71
549,550,Frédéric,Mistral,FR,FR,male,1904,literature,2,Not Available,Not Available,Not Available,Sep,84,74
550,551,José,Echegaray,ES,ES,male,1904,literature,2,Not Available,Not Available,Not Available,Apr,84,72
551,552,Henryk,Sienkiewicz,PL,CH,male,1905,literature,1,Not Available,Not Available,Not Available,May,70,59
552,553,Giosuè,Carducci,IT,IT,male,1906,literature,1,Not Available,Not Available,Not Available,Jul,72,71
553,554,Rudyard,Kipling,IN,GB,male,1907,literature,1,Not Available,Not Available,Not Available,Dec,71,42
554,555,Rudolf,Eucken,DE,DE,male,1908,literature,1,Not Available,Not Available,Not Available,Jan,80,62
555,556,Selma,Lagerlöf,SE,SE,female,1909,literature,1,Not Available,Not Available,Not Available,Nov,82,51
556,557,Paul,Heyse,DE,DE,male,1910,literature,1,Not Available,Not Available,Not Available,Mar,84,80
557,558,Maurice,Maeterlinck,BE,FR,male,1911,literature,1,Not Available,Not Available,Not Available,Aug,87,49
558,559,Gerhart,Hauptmann,PL,PL,male,1912,literature,1,Not Available,Not Available,Not Available,Nov,84,50
559,560,Rabindranath,Tagore,IN,IN,male,1913,literature,1,Not Available,Not Available,Not Available,May,80,52
560,561,Romain,Rolland,FR,FR,male,1915,literature,1,Not Available,Not Available,Not Available,Jan,78,49
561,562,Verner,von Heidenstam,SE,SE,male,1916,literature,1,Not Available,Not Available,Not Available,Jul,81,57
562,563,Karl,Gjellerup,DK,DE,male,1917,literature,2,Not Available,Not Available,Not Available,Jun,62,60
563,564,Henrik,Pontoppidan,DK,DK,male,1917,literature,2,Not Available,Not Available,Not Available,Jul,86,60
564,565,Carl,Spitteler,CH,CH,male,1919,literature,1,Not Available,Not Available,Not Available,Apr,79,74
565,566,Knut,Hamsun,NO,NO,male,1920,literature,1,Not Available,Not Available,Not Available,Aug,93,61
566,567,Anatole,France,FR,FR,male,1921,literature,1,Not Available,Not Available,Not Available,Apr,80,77
567,568,Jacinto,Benavente,ES,ES,male,1922,literature,1,Not Available,Not Available,Not Available,Aug,88,56
568,569,William Butler,Yeats,IE,FR,male,1923,literature,1,Not Available,Not Available,Not Available,Jun,74,58
569,570,Wladyslaw,Reymont,PL,PL,male,1924,literature,1,Not Available,Not Available,Not Available,May,58,57
570,571,George Bernard,Shaw,IE,GB,male,1925,literature,1,Not Available,Not Available,Not Available,Jul,94,69
571,572,Grazia,Deledda,IT,IT,female,1926,literature,1,Not Available,Not Available,Not Available,Sep,65,55
572,573,Henri,Bergson,FR,FR,male,1927,literature,1,Not Available,Not Available,Not Available,Oct,82,68
573,574,Sigrid,Undset,DK,NO,female,1928,literature,1,Not Available,Not Available,Not Available,May,67,46
574,575,Thomas,Mann,DE,CH,male,1929,literature,1,Not Available,Not Available,Not Available,Jun,80,54
575,576,Sinclair,Lewis,US,IT,male,1930,literature,1,Not Available,Not Available,Not Available,Feb,66,45
576,577,Erik Axel,Karlfeldt,SE,SE,male,1931,literature,1,Not Available,Not Available,Not Available,Jul,67,67
577,578,John,Galsworthy,GB,GB,male,1932,literature,1,Not Available,Not Available,Not Available,Aug,66,65
578,579,Ivan,Bunin,RU,FR,male,1933,literature,1,Not Available,Not Available,Not Available,Oct,83,63
579,580,Luigi,Pirandello,IT,IT,male,1934,literature,1,Not Available,Not Available,Not Available,Jun,69,67
580,581,Eugene,O'Neill,US,US,male,1936,literature,1,Not Available,Not Available,Not Available,Oct,65,48
581,582,Roger,Martin du Gard,FR,FR,male,1937,literature,1,Not Available,Not Available,Not Available,Mar,77,56
582,583,Pearl,Buck,US,US,female,1938,literature,1,Not Available,Not Available,Not Available,Jun,81,46
583,584,Frans Eemil,Sillanpää,FI,FI,male,1939,literature,1,Not Available,Not Available,Not Available,Sep,76,51
584,585,Johannes V.,Jensen,DK,DK,male,1944,literature,1,Not Available,Not Available,Not Available,Jan,77,71
585,586,Gabriela,Mistral,CL,US,female,1945,literature,1,Not Available,Not Available,Not Available,Apr,68,56
586,587,Hermann,Hesse,DE,CH,male,1946,literature,1,Not Available,Not Available,Not Available,Jul,85,69
587,588,André,Gide,FR,FR,male,1947,literature,1,Not Available,Not Available,Not Available,Nov,82,78
588,589,T.S.,Eliot,US,GB,male,1948,literature,1,Not Available,Not Available,Not Available,Sep,77,60
589,590,William,Faulkner,US,US,male,1949,literature,1,Not Available,Not Available,Not Available,Sep,65,52
590,591,Bertrand,Russell,GB,GB,male,1950,literature,1,Not Available,Not Available,Not Available,May,98,78
591,592,Pär,Lagerkvist,SE,SE,male,1951,literature,1,Not Available,Not Available,Not Available,May,83,60
592,593,François,Mauriac,FR,FR,male,1952,literature,1,Not Available,Not Available,Not Available,Oct,85,67
593,594,Winston,Churchill,GB,GB,male,1953,literature,1,Not Available,Not Available,Not Available,Nov,91,79
594,595,Ernest,Hemingway,US,US,male,1954,literature,1,Not Available,Not Available,Not Available,Jul,62,55
595,596,Halldór,Laxness,IS,IS,male,1955,literature,1,Not Available,Not Available,Not Available,Apr,96,53
596,597,Juan Ramón,Jiménez,ES,PR,male,1956,literature,1,Not Available,Not Available,Not Available,Dec,77,75
597,598,Albert,Camus,DZ,FR,male,1957,literature,1,Not Available,Not Available,Not Available,Nov,47,44
598,599,Boris,Pasternak,RU,RU,male,1958,literature,1,Not Available,Not Available,Not Available,Feb,70,68
599,600,Salvatore,Quasimodo,IT,IT,male,1959,literature,1,Not Available,Not Available,Not Available,Aug,67,58
600,601,Saint-John,Perse,GP,FR,male,1960,literature,1,Not Available,Not Available,Not Available,May,88,73
601,602,Ivo,Andric,BA,RS,male,1961,literature,1,Not Available,Not Available,Not Available,Oct,83,69
602,603,John,Steinbeck,US,US,male,1962,literature,1,Not Available,Not Available,Not Available,Feb,66,60
603,604,Giorgos,Seferis,TR,GR,male,1963,literature,1,Not Available,Not Available,Not Available,Mar,71,63
604,605,Jean-Paul,Sartre,FR,FR,male,1964,literature,1,Not Available,Not Available,Not Available,Jun,75,59
605,606,Mikhail,Sholokhov,RU,RU,male,1965,literature,1,Not Available,Not Available,Not Available,May,79,60
606,607,Shmuel,Agnon,UA,IL,male,1966,literature,2,Not Available,Not Available,Not Available,Jul,82,78
607,608,Nelly,Sachs,DE,SE,female,1966,literature,2,Not Available,Not Available,Not Available,Dec,79,75
608,609,Miguel Angel,Asturias,GT,ES,male,1967,literature,1,Not Available,Not Available,Not Available,Oct,75,68
609,610,Yasunari,Kawabata,JP,JP,male,1968,literature,1,Not Available,Not Available,Not Available,Jun,73,69
610,611,Samuel,Beckett,IE,FR,male,1969,literature,1,Not Available,Not Available,Not Available,Apr,83,63
611,612,Alexandr,Solzhenitsyn,RU,RU,male,1970,literature,1,Not Available,Not Available,Not Available,Dec,90,52
612,613,Pablo,Neruda,CL,CL,male,1971,literature,1,Not Available,Not Available,Not Available,Jul,69,67
613,614,Heinrich,Böll,DE,DE,male,1972,literature,1,Not Available,Not Available,Not Available,Dec,68,55
614,615,Patrick,White,GB,AU,male,1973,literature,1,Not Available,Not Available,Not Available,May,78,61
615,616,Eyvind,Johnson,SE,SE,male,1974,literature,2,Not Available,Not Available,Not Available,Jul,76,74
616,617,Harry,Martinson,SE,SE,male,1974,literature,2,Not Available,Not Available,Not Available,May,74,70
617,618,Eugenio,Montale,IT,IT,male,1975,literature,1,Not Available,Not Available,Not Available,Oct,85,79
618,619,Saul,Bellow,CA,US,male,1976,literature,1,Not Available,Not Available,Not Available,Jun,90,61
619,620,Vicente,Aleixandre,ES,ES,male,1977,literature,1,Not Available,Not Available,Not Available,Apr,86,79
620,621,Isaac Bashevis,Singer,PL,US,male,1978,literature,1,Not Available,Not Available,Not Available,Jul,87,74
621,622,Odysseus,Elytis,GR,GR,male,1979,literature,1,Not Available,Not Available,Not Available,Nov,85,68
622,623,Czeslaw,Milosz,LT,PL,male,1980,literature,1,Not Available,Not Available,Not Available,Jun,93,69
623,624,Elias,Canetti,BG,CH,male,1981,literature,1,Not Available,Not Available,Not Available,Jul,89,76
624,625,Gabriel,García Márquez,CO,MX,male,1982,literature,1,Not Available,Not Available,Not Available,Mar,87,55
625,626,William,Golding,GB,GB,male,1983,literature,1,Not Available,Not Available,Not Available,Sep,82,72
626,627,Jaroslav,Seifert,CZ,CZ,male,1984,literature,1,Not Available,Not Available,Not Available,Sep,85,83
627,628,Claude,Simon,MG,FR,male,1985,literature,1,Not Available,Not Available,Not Available,Oct,92,72
628,629,Wole,Soyinka,NG,Not Available,male,1986,literature,1,Not Available,Not Available,Not Available,Jul,86,52
629,630,Joseph,Brodsky,RU,US,male,1987,literature,1,Not Available,Not Available,Not Available,May,56,47
630,631,Naguib,Mahfouz,EG,EG,male,1988,literature,1,Not Available,Not Available,Not Available,Dec,95,77
631,632,Camilo José,Cela,ES,ES,male,1989,literature,1,Not Available,Not Available,Not Available,May,86,73
632,633,Octavio,Paz,MX,MX,male,1990,literature,1,Not Available,Not Available,Not Available,Mar,84,76
633,634,Nadine,Gordimer,ZA,ZA,female,1991,literature,1,Not Available,Not Available,Not Available,Nov,91,68
634,635,Derek,Walcott,LC,LC,male,1992,literature,1,Not Available,Not Available,Not Available,Jan,87,62
635,636,Toni,Morrison,US,US,female,1993,literature,1,Not Available,Not Available,Not Available,Feb,88,62
636,637,Kenzaburo,Oe,JP,Not Available,male,1994,literature,1,Not Available,Not Available,Not Available,Jan,85,59
637,638,Seamus,Heaney,GB,IE,male,1995,literature,1,Not Available,Not Available,Not Available,Apr,74,56
638,639,Wislawa,Szymborska,PL,PL,female,1996,literature,1,Not Available,Not Available,Not Available,Jul,89,73
639,640,Dario,Fo,IT,IT,male,1997,literature,1,Not Available,Not Available,Not Available,Mar,90,71
640,641,José,Saramago,PT,ES,male,1998,literature,1,Not Available,Not Available,Not Available,Nov,88,76
641,642,Günter,Grass,PL,DE,male,1999,literature,1,Not Available,Not Available,Not Available,Oct,88,72
642,643,Ragnar,Frisch,NO,NO,male,1969,economics,2,University of Oslo,Oslo,Norway,Mar,78,74
643,644,Jan,Tinbergen,NL,NL,male,1969,economics,2,The Netherlands School of Economics,Rotterdam,the Netherlands,Apr,91,66
644,645,Paul A.,Samuelson,US,US,male,1970,economics,1,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,May,94,55
645,646,Simon,Kuznets,BY,US,male,1971,economics,1,Harvard University,Cambridge MA,USA,Apr,84,70
646,647,John R.,Hicks,GB,GB,male,1972,economics,2,All Souls College,Oxford,United Kingdom,Apr,85,68
647,648,Kenneth J.,Arrow,US,US,male,1972,economics,2,Harvard University,Cambridge MA,USA,Aug,96,51
648,649,Wassily,Leontief,RU,US,male,1973,economics,1,Harvard University,Cambridge MA,USA,Aug,93,67
649,650,Gunnar,Myrdal,SE,SE,male,1974,economics,2,Not Available,Not Available,Not Available,Dec,89,76
650,651,Friedrich,von Hayek,AT,DE,male,1974,economics,2,Not Available,Not Available,Not Available,May,93,75
651,652,Leonid Vitaliyevich,Kantorovich,RU,RU,male,1975,economics,2,Academy of Sciences,Moscow,USSR (now Russia),Jan,74,63
652,653,Tjalling C.,Koopmans,NL,US,male,1975,economics,2,Yale University,New Haven CT,USA,Aug,75,65
653,654,Milton,Friedman,US,US,male,1976,economics,1,University of Chicago,Chicago IL,USA,Jul,94,64
654,655,Bertil,Ohlin,SE,SE,male,1977,economics,2,Stockholm School of Economics,Stockholm,Sweden,Apr,80,78
655,656,James E.,Meade,GB,GB,male,1977,economics,2,University of Cambridge,Cambridge,United Kingdom,Jun,88,70
656,657,Herbert,Simon,US,US,male,1978,economics,1,Carnegie Mellon University,Pittsburgh PA,USA,Jun,85,62
657,658,Theodore W.,Schultz,US,US,male,1979,economics,2,University of Chicago,Chicago IL,USA,Apr,96,77
658,659,Sir Arthur,Lewis,LC,BB,male,1979,economics,2,Princeton University,Princeton NJ,USA,Jan,76,64
659,660,Lawrence R.,Klein,US,US,male,1980,economics,1,University of Pennsylvania,Philadelphia PA,USA,Sep,93,60
660,661,James,Tobin,US,US,male,1981,economics,1,Yale University,New Haven CT,USA,Mar,84,63
661,662,George J.,Stigler,US,US,male,1982,economics,1,University of Chicago,Chicago IL,USA,Jan,80,71
662,663,Gerard,Debreu,FR,FR,male,1983,economics,1,University of California,Berkeley CA,USA,Jul,83,62
663,664,Richard,Stone,GB,GB,male,1984,economics,1,University of Cambridge,Cambridge,United Kingdom,Aug,78,71
664,665,Franco,Modigliani,IT,US,male,1985,economics,1,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,Jun,85,67
665,666,James M.,Buchanan Jr.,US,US,male,1986,economics,1,Center for Study of Public Choice,Fairfax VA,USA,Oct,94,67
666,667,Robert M.,Solow,US,Not Available,male,1987,economics,1,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,Aug,96,63
667,668,Maurice,Allais,FR,FR,male,1988,economics,1,École Nationale Supérieur des Mines de Paris,Paris,France,May,99,77
668,669,Trygve,Haavelmo,NO,NO,male,1989,economics,1,University of Oslo,Oslo,Norway,Dec,88,78
669,670,Harry M.,Markowitz,US,Not Available,male,1990,economics,3,City University of New York,New York NY,USA,Aug,93,63
670,671,Merton H.,Miller,US,US,male,1990,economics,3,University of Chicago,Chicago IL,USA,May,77,67
671,672,William F.,Sharpe,US,Not Available,male,1990,economics,3,Stanford University,Stanford CA,USA,Jun,86,56
672,673,Ronald H.,Coase,GB,US,male,1991,economics,1,University of Chicago,Chicago IL,USA,Dec,103,81
673,674,Gary,Becker,US,US,male,1992,economics,1,University of Chicago,Chicago IL,USA,Dec,84,62
674,675,Robert W.,Fogel,US,US,male,1993,economics,2,University of Chicago,Chicago IL,USA,Jul,86,66
675,676,Douglass C.,North,US,US,male,1993,economics,2,Washington University,St. Louis MO,USA,Nov,95,73
676,677,John C.,Harsanyi,HU,US,male,1994,economics,3,University of California,Berkeley CA,USA,May,80,74
677,678,John F.,Nash Jr.,US,US,male,1994,economics,3,Princeton University,Princeton NJ,USA,Jun,87,66
678,679,Reinhard,Selten,PL,PL,male,1994,economics,3,Rheinische Friedrich-Wilhelms-Universität,Bonn,Germany,Oct,86,64
679,680,Robert E.,Lucas Jr.,US,Not Available,male,1995,economics,1,University of Chicago,Chicago IL,USA,Sep,83,58
680,681,James A.,Mirrlees,GB,GB,male,1996,economics,2,University of Cambridge,Cambridge,United Kingdom,Jul,82,60
681,682,William,Vickrey,CA,US,male,1996,economics,2,Columbia University,New York NY,USA,Jun,82,82
682,683,Robert C.,Merton,US,Not Available,male,1997,economics,2,Harvard University,Cambridge MA,USA,Jul,76,53
683,684,Myron,Scholes,CA,Not Available,male,1997,economics,2,Long Term Capital Management,Greenwich CT,USA,Jul,79,56
684,685,Amartya,Sen,IN,Not Available,male,1998,economics,1,Trinity College,Cambridge,United Kingdom,Nov,87,65
685,686,Robert,Mundell,CA,Not Available,male,1999,economics,1,Columbia University,New York NY,USA,Oct,88,67
686,687,Il´ja M.,Frank,RU,RU,male,1958,physics,3,Lomonosov Moscow State University,Moscow,USSR (now Russia),Oct,82,50
687,688,Arvid,Carlsson,SE,SE,male,2000,medicine,3,Göteborg University,Gothenburg,Sweden,Jan,95,77
688,689,Paul,Greengard,US,US,male,2000,medicine,3,Rockefeller University,New York NY,USA,Dec,94,75
689,690,Eric,Kandel,AT,Not Available,male,2000,medicine,3,Columbia University,New York NY,USA,Nov,91,71
690,691,Kim,Dae-jung,KR,Not Available,male,2000,peace,1,Not Available,Not Available,Not Available,Dec,84,75
691,692,Zhores,Alferov,BY,RU,male,2000,physics,4,A.F. Ioffe Physico-Technical Institute,St. Petersburg,Russia,Mar,89,70
692,693,Herbert,Kroemer,DE,Not Available,male,2000,physics,4,University of California,Santa Barbara CA,USA,Aug,92,72
693,694,Jack,Kilby,US,US,male,2000,physics,2,Texas Instruments,Dallas TX,USA,Nov,82,77
694,695,Alan,Heeger,US,Not Available,male,2000,chemistry,3,University of California,Santa Barbara CA,USA,Jan,84,64
695,696,Alan,MacDiarmid,NZ,US,male,2000,chemistry,3,University of Pennsylvania,Philadelphia PA,USA,Apr,80,73
696,697,Hideki,Shirakawa,JP,Not Available,male,2000,chemistry,3,University of Tsukuba,Tokyo,Japan,Aug,84,64
697,698,James J.,Heckman,US,Not Available,male,2000,economics,2,University of Chicago,Chicago IL,USA,Apr,76,56
698,699,Daniel L.,McFadden,US,Not Available,male,2000,economics,2,University of California,Berkeley CA,USA,Jul,83,63
699,700,Xingjian,Gao,CN,Not Available,male,2000,literature,1,Not Available,Not Available,Not Available,Jan,80,60
700,701,Leland,Hartwell,US,Not Available,male,2001,medicine,3,Fred Hutchinson Cancer Research Center,Seattle WA,USA,Oct,81,62
701,702,Tim,Hunt,GB,Not Available,male,2001,medicine,3,Imperial Cancer Research Fund,London,United Kingdom,Feb,77,58
702,703,Sir Paul,Nurse,GB,Not Available,male,2001,medicine,3,Imperial Cancer Research Fund,London,United Kingdom,Jan,71,52
703,704,Eric,Cornell,US,Not Available,male,2001,physics,3,University of Colorado JILA,Boulder CO,USA,Dec,59,40
704,705,Wolfgang,Ketterle,DE,Not Available,male,2001,physics,3,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,Oct,63,44
705,706,Carl,Wieman,US,Not Available,male,2001,physics,3,University of Colorado JILA,Boulder CO,USA,Mar,69,50
706,707,William,Knowles,US,US,male,2001,chemistry,4,Not Available,Not Available,Not Available,Jun,95,84
707,708,Ryoji,Noyori,JP,Not Available,male,2001,chemistry,4,Nagoya University,Nagoya,Japan,Sep,82,63
708,709,Barry,Sharpless,US,Not Available,male,2001,chemistry,2,The Scripps Research Institute,La Jolla CA,USA,Apr,79,60
709,710,George A.,Akerlof,US,Not Available,male,2001,economics,3,University of California,Berkeley CA,USA,Jun,80,61
710,711,A. Michael,Spence,US,Not Available,male,2001,economics,3,Stanford University,Stanford CA,USA,Nov,77,58
711,712,Joseph E.,Stiglitz,US,Not Available,male,2001,economics,3,Columbia University,New York NY,USA,Feb,77,58
712,713,V. S.,Naipaul,TT,GB,male,2001,literature,1,Not Available,Not Available,Not Available,Aug,86,69
713,714,Kofi,Annan,GH,CH,male,2001,peace,2,Not Available,Not Available,Not Available,Apr,80,63
